사업장명,전화번호,소재지면적,지번주소,도로명주소,위생업태명,시설총규모,영업상태명,폐업일자,위도,경도
냠냠냠,,49.2,경상남도 김해시 부곡동 804-2번지 부곡프라자 107호,"경상남도 김해시 월산로 111-61, 부곡프라자 1층 107호 (부곡동)",분식,49.2,폐업,2020-02-10,35.2033912500 ,128.8010132000 
간이역(경희점),,44.07,경상남도 김해시 구산동 1052-3 동원아파트 상가,"경상남도 김해시 구산로5번길 55, 동원아파트 상가 111동 2층 209,210호 (구산동)",기타,44.07,폐업,2021-05-20,35.2531607600 ,128.8684259000 
326,055-333-0326,63.96,경상남도 김해시 부원동 77-3 1층,"경상남도 김해시 호계로452번길 23, 1층 (부원동)",기타,63.96,폐업,2021-03-16,35.2299331200 ,128.8868537000 
머그니분식,055-337-0029,46,경상남도 김해시 외동 1193-10번지,,분식,46,폐업,2004-04-01,35.2337903100 ,128.8595179000 
작은공간,055-338-5160,16.47,경상남도 김해시 무계동 262번지,,한식,16.47,폐업,2007-03-30,35.1978665100 ,128.8157070000 
일진뒷고기,055-338-8515,31.08,경상남도 김해시 구산동 1067-12번지,,한식,31.08,폐업,2008-03-27,35.2499387300 ,128.8714902000 
팬더리아,055-333-1465,29.4,경상남도 김해시 삼계동 1439-6번지,"경상남도 김해시 삼계로 223, 상가동 103호 (삼계동, 화정마을 부영아파트)",분식,29.4,폐업,2014-05-15,35.2661399100 ,128.8710595000 
마창수산직영,055-334-8383,300.06,경상남도 김해시 흥동 418-1번지 한빛타운 201호,,회집,300.06,폐업,2007-05-28,35.2221168600 ,128.8658756000 
사랑방가든,055-314-5288,298.16,경상남도 김해시 대청동 787-2번지,경상남도 김해시 대청계곡길 188-35,한식,298.16,폐업,2016-10-03,35.1849885300 ,128.7740965000 
서가칠암아나고회센타,055-325-3277,308.64,경상남도 김해시 외동 252번지,경상남도 김해시 분성로 160 (외동),한식,308.64,폐업,2018-08-16,35.2293941800 ,128.8641953000 
더(The)밥상,,34.87,경상남도 김해시 외동 1249-4번지 한국2차아파트 상가 113호,"경상남도 김해시 분성로 153, 113호 (외동, 한국2차아파트 상가)",분식,34.87,폐업,2016-03-02,35.2321049900 ,128.8645317000 
더(The)밥상 2호,,24.75,경상남도 김해시 외동 1249-4번지 한국2차아파트 상가 105호,"경상남도 김해시 분성로 153, 105호 (외동, 한국2차아파트 상가)",분식,24.75,폐업,2016-03-02,35.2321049900 ,128.8645317000 
빨간집,,12.15,경상남도 김해시 진영읍 진영리 358-1,경상남도 김해시 진영읍 진영로 93,중국식,12.15,폐업,2020-09-22,35.3039360900 ,128.7235273000 
두리두리,,43.36,경상남도 김해시 삼문동 89-10 1층 102호,"경상남도 김해시 번화1로114번길 3-1, 1층 102호 (삼문동)",정종/대포집/소주방,43.36,폐업,2021-04-23,35.1974953200 ,128.7983965000 
W PC(더블유피씨),,4.05,경상남도 김해시 어방동 358-1 외 1필지,"경상남도 김해시 활천로202번길 11, 4층 (어방동, 대성빌딩)",기타,4.05,폐업,2021-04-12,35.2414621500 ,128.9014496000 
금수저은수저,055-322-9920,75.6,경상남도 김해시 부원동 614-9번지,"경상남도 김해시 김해대로2355번길 4, 1층 (부원동)",한식,75.6,폐업,2019-02-15,35.2269944800 ,128.8844049000 
일품양평해장국 김해한림점,055-345-5044,66.09,경상남도 김해시 한림면 장방리 1313-49,경상남도 김해시 한림면 한림로458번길 32,탕류(보신용),66.09,폐업,2021-05-12,35.3252814400 ,128.8019298000 
스시환,055-337-2006,69,경상남도 김해시 율하동 1340-2번지 104호,"경상남도 김해시 율하3로 21, 104호 (율하동)",기타,69,폐업,2018-08-07,35.1705021300 ,128.8126667000 
분자비어,055-311-2451,40.5,경상남도 김해시 관동동 1108-1번지,경상남도 김해시 율하3로 103 (관동동),기타,40.5,폐업,2018-09-13,35.1769516500 ,128.8160246000 
오늘찜먹자,055-311-5981,77.72,경상남도 김해시 부곡동 809-6 부영프라자 203호,"경상남도 김해시 장유로 190, 203호 (부곡동, 부영프라자)",한식,77.72,폐업,2021-06-11,35.2063122600 ,128.8063685000 
힐링포차,,37.2,경상남도 김해시 대청동 61-7번지 센타빌딩104호,"경상남도 김해시 번화1로79번길 2 (대청동, 센타빌딩104호)",호프/통닭,37.2,폐업,2016-01-19,35.1944342200 ,128.7992011000 
왕국대돈가스내외점,055-311-0042,124,"경상남도 김해시 내동 1117-1번지 외1필지 경보스포츠프라자 110,111호","경상남도 김해시 내외로77번길 12, 110,111호 (내동, 외1필지 경보스포츠프라자)",식육(숯불구이),124,폐업,2017-10-26,35.2356092400 ,128.8660961000 
청정진영회도매시장센터,,123,경상남도 김해시 진영읍 진영리 1594-5번지,경상남도 김해시 진영읍 김해대로321번길 4-14,회집,123,폐업,2015-10-06,35.3073293300 ,128.7258668000 
만월갈비,,115.92,경상남도 김해시 삼계동 1495-6번지,경상남도 김해시 삼계중앙로6번길 21 (삼계동),식육(숯불구이),115.92,폐업,2017-09-28,35.2584120600 ,128.8664489000 
두루와,055-338-8814,64.6,경상남도 김해시 전하동 456-8번지,"경상남도 김해시 전하로 218-1, 1층 (전하동)",식육(숯불구이),64.6,폐업,2018-06-30,35.2234493200 ,128.8711186000 
완당명가,,115.44,경상남도 김해시 삼계동 1484-28번지,경상남도 김해시 가야로181번길 28 (삼계동),분식,115.44,폐업,2017-12-18,35.2614962200 ,128.8750100000 
낙동강오리알대동점,055-312-9088,123.88,경상남도 김해시 대동면 초정리 952-328번지,경상남도 김해시 대동면 동남로41번길 4,한식,123.88,폐업,2019-07-12,35.2366178000 ,128.9939029000 
얼큰이찌개마을,,13.5,경상남도 김해시 진영읍 진영리 1603-10번지,경상남도 김해시 진영읍 김해대로335번길 4-28,한식,13.5,폐업,2018-05-21,35.3071354200 ,128.7281303000 
술치고닭치고,,24.48,경상남도 김해시 내동 1086-12번지,경상남도 김해시 우암로 115 (내동),통닭(치킨),24.48,폐업,2016-11-25,35.2400940700 ,128.8641552000 
지리산큰가마솥,055-321-9010,123.77,경상남도 김해시 율하동 1359-20번지,경상남도 김해시 율하3로8번길 6 (율하동),한식,123.77,폐업,2017-05-08,35.1692944600 ,128.8126327000 
힐링하우스,,53.75,경상남도 김해시 삼문동 584-2 아쿠아트윈B동 105호,"경상남도 김해시 번화2로 10, 아쿠아트윈B동 1층 105호 (삼문동)",한식,53.75,폐업,2021-04-06,35.1900322000 ,128.8064599000 
우주라이크커피 김해부원아이스퀘어점,055-326-0035,37.53,경상남도 김해시 부원동 937 부원역푸르지오아이스퀘어몰 B306호,"경상남도 김해시 김해대로 2342, B306호 (부원동, 부원역푸르지오아이스퀘어몰)",한식,37.53,폐업,2020-12-11,35.2257700200 ,128.8829745000 
장유아시아마트,070-734-1202,17.25,경상남도 김해시 무계동 196-11번지,경상남도 김해시 장유로301번길 16 (무계동),식육(숯불구이),17.25,폐업,2020-02-04,35.2009697300 ,128.8153537000 
미스터본족,055-905-8020,138.84,경상남도 김해시 삼문동 83-1번지 1층,"경상남도 김해시 능동로37번길 7-19, 1층 (삼문동)",한식,138.84,폐업,2019-12-27,35.1970951100 ,128.7962073000 
마미김밥,,48.62,경상남도 김해시 내동 1124-1번지 동화오피스텔 상가 101호,"경상남도 김해시 경원로55번길 20, 101호 (내동, 동화오피스텔)",분식,48.62,폐업,2016-10-12,35.2388678000 ,128.8667241000 
수타국수,,32.2,경상남도 김해시 대청동 314-4번지 대명프라자 102호,"경상남도 김해시 번화1로44번길 32, 1층 102호 (대청동, 대명프라자)",한식,32.2,폐업,2017-07-25,35.1918508500 ,128.8040841000 
율하우스,,97.28,경상남도 김해시 율하동 1386-7번지 1층,"경상남도 김해시 율하2로236번길 43-3, 1층 (율하동)",까페,97.28,폐업,2018-12-07,35.1759389400 ,128.8218112000 
임꺽정,,42.29,경상남도 김해시 삼정동 618-10번지,경상남도 김해시 김해대로2453번길 3 (삼정동),한식,42.29,폐업,2015-11-23,35.2280426100 ,128.8950831000 
폭탄치킨,,43.68,경상남도 김해시 삼계동 1447-12번지,경상남도 김해시 가야로147번길 12-1 (삼계동),통닭(치킨),43.68,폐업,2016-12-12,35.2644491700 ,128.8730196000 
돼지국밥일번지,055-311-8186,226,경상남도 김해시 삼계동 1454-1번지,경상남도 김해시 가야로157번길 28 (삼계동),식육(숯불구이),226,폐업,2019-04-30,35.2636153700 ,128.8748900000 
비봉삼계탕,055-322-1580,218.24,경상남도 김해시 동상동 1118-6번지 외2필지,경상남도 김해시 구지로211번길 11 (동상동),한식,218.24,폐업,2018-01-31,35.2391556200 ,128.8854600000 
똑똑애견,055-324-3232,60.7,경상남도 김해시 관동동 1092-6번지,경상남도 김해시 율하3로91번길 42 (관동동),한식,60.7,폐업,2016-09-02,35.1765842500 ,128.8116844000 
노블레스,055-331-7706,118.4,경상남도 김해시 어방동 463-2번지 나라타워프라자 503호,"경상남도 김해시 인제로 196, 503호 (어방동, 나라타워프라자)",기타,118.4,폐업,2014-05-21,35.2460930100 ,128.9041710000 
서산낙지마을,055-326-2307,180.5,경상남도 김해시 흥동 7-11번지,,한식,180.5,폐업,2006-09-15,35.2227002600 ,128.8687378000 
캡틴경양식,055-312-9928,78.32,경상남도 김해시 삼문동 34-1번지 네오시티 202호,,경양식,78.32,폐업,2005-04-27,35.2034280900 ,128.8076688000 
옹기김치집,,69.02,경상남도 김해시 부곡동 1158-1번지 신화빌딩 104호,"경상남도 김해시 장유로 226, 104호 (부곡동, 신화빌딩)",분식,69.02,폐업,2016-08-30,35.2039790700 ,128.8088494000 
돼지나라갈매기살,055-328-1556,33,경상남도 김해시 내동 189-18번지,,식육(숯불구이),33,폐업,2004-03-30,35.2391736500 ,128.8579707000 
조아뒷고기맛,055-324-1518,48,경상남도 김해시 삼방동 184-4번지,,기타,48,폐업,2004-04-06,35.2445130100 ,128.9093176000 
씨앤디,055-322-9538,72,경상남도 김해시 불암동 220-300번지,경상남도 김해시 식만로 379 (불암동),경양식,72,폐업,2013-09-27,35.2220226100 ,128.9260156000 
억봉참숯뒷통구이,,38.06,경상남도 김해시 구산동 1081-1번지,,한식,38.06,폐업,2018-01-03,35.2509053700 ,128.8674348000 
페스티발,055-332-9979,71.25,경상남도 김해시 삼문동 34-2번지 새미래네오피아203호,,호프/통닭,71.25,폐업,2011-10-28,35.2035879800 ,128.8080218000 
자매식당,055-328-6080,199.35,경상남도 김해시 내동 1122-1번지 외1필지 B/101호,,한식,199.35,폐업,2012-01-03,35.2378746000 ,128.8669552000 
청춘의 장작,055-333-8160,138.71,경상남도 김해시 삼계동 1459-4,경상남도 김해시 가야로169번길 5-14 (삼계동),한식,138.71,폐업,2020-09-14,35.2630100700 ,128.8725865000 
치킨쥼,055-345-0238,66,경상남도 김해시 진례면 담안리 593-5번지,경상남도 김해시 진례면 고모로 357,통닭(치킨),66,폐업,2019-03-15,35.2583609500 ,128.7687945000 
한일식당,055-334-1181,25.38,경상남도 김해시 삼계동 1499-12번지,,한식,25.38,폐업,2007-11-07,35.2582816200 ,128.8670410000 
가마골,,93,경상남도 김해시 진영읍 죽곡리 170-1번지,,한식,93,폐업,2011-12-28,35.2824839000 ,128.7699792000 
김밥천국,,43.2,경상남도 김해시 삼문동 31-2번지 신화빌딩 102호,,분식,43.2,폐업,2011-06-02,35.2039699800 ,128.8088603000 
장터,,99.94,경상남도 김해시 관동동 465-2번지,경상남도 김해시 덕정로138번안길 34 (관동동),분식,99.94,폐업,2016-06-08,35.1770593300 ,128.8026317000 
치즈인더떡볶이,,21.2,,"경상남도 김해시 율하1로 154, 2층 108호 (율하동, 율현마을율하e-편한세상근린생활시설-1)",분식,21.2,폐업,2018-08-24,,
동근이숯불두마리치킨,055-314-7747,46.36,경상남도 김해시 구산동 1067-6번지,"경상남도 김해시 해반천로16번길 12-19, 1층 (구산동)",호프/통닭,46.36,폐업,2020-05-06,35.2495069700 ,128.8713647000 
소락식당,055-323-0112,23.52,경상남도 김해시 상동면 우계리 137-3번지,경상남도 김해시 상동면 묵방로 171,분식,23.52,폐업,2015-06-30,35.3023620100 ,128.9119996000 
김해소머리국밥,,14.4,경상남도 김해시 부원동 833-23번지,경상남도 김해시 분성로318번길 19 (부원동),한식,14.4,폐업,2018-08-10,35.2316052600 ,128.8813020000 
김밥일번지,,136.1,경상남도 김해시 어방동 986 외133필지,,김밥(도시락),136.1,폐업,2020-08-12,35.2516330000 ,128.8937494000 
부라보뒷고기,,125.86,경상남도 김해시 관동동 1090-3,"경상남도 김해시 관동로 88, 1층 (관동동)",한식,125.86,폐업,2021-03-09,35.1771537400 ,128.8127879000 
지(G)푸드,055-338-4451,179.7,경상남도 김해시 어방동 986번지,경상남도 김해시 가야테마길 161 (어방동),김밥(도시락),179.7,폐업,2020-04-02,35.2516330000 ,128.8937494000 
허니콤비,,103.67,경상남도 김해시 어방동 986번지 외133필지,,패스트푸드,103.67,폐업,2015-10-29,35.2516330000 ,128.8937494000 
가야관,055-337-7422,375.91,경상남도 김해시 어방동 986번지 외133필지,경상남도 김해시 가야테마길 161 (어방동),한식,375.91,폐업,2019-02-28,35.2516330000 ,128.8937494000 
그럽비어(GLUB BEER),,147.47,경상남도 김해시 삼정동 98-7 2층,"경상남도 김해시 활천로 37, 2층 (삼정동)",호프/통닭,147.47,폐업,2021-05-11,35.2309936100 ,128.8934018000 
두번째레몬트리,,18.49,경상남도 김해시 관동동 1110-13번지,경상남도 김해시 율하3로91번길 6-7 (관동동),기타,18.49,폐업,2017-09-12,35.1760189100 ,128.8153236000 
울산가,055-337-2728,238.83,경상남도 김해시 내동 1135-1번지 102호,경상남도 김해시 내외중앙로102번길 5 (내동),식육(숯불구이),238.83,폐업,2019-01-02,35.2390819300 ,128.8682865000 
주유소포차,,45,경상남도 김해시 삼계동 1503-6,경상남도 김해시 해반천로130번길 31 (삼계동),정종/대포집/소주방,45,폐업,2021-05-07,35.2601850900 ,128.8705890000 
죽곡휴게식당,070-496-2158,32,경상남도 김해시 진영읍 죽곡리 589-8번지 죽곡마을회관 B동,"경상남도 김해시 진영읍 서부로 272-1, B동 (죽곡마을회관)",한식,32,폐업,2019-05-08,35.2749015700 ,128.7631253000 
엉뚱한아제돈까스,055-324-2003,72.47,경상남도 김해시 외동 1252-3번지 혜민빌딩 204호,"경상남도 김해시 함박로101번길 20, 204호 (외동, 혜민빌딩)",한식,72.47,폐업,2019-03-21,35.2340069200 ,128.8657934000 
프라이앤치킨,,40,경상남도 김해시 삼방동 664-1번지,"경상남도 김해시 삼안로 277, 1층 (삼방동)",호프/통닭,40,폐업,2017-08-25,35.2519464000 ,128.9085327000 
지리산추어탕돼지국밥,,119.16,경상남도 김해시 진례면 송정리 359번지 104호,"경상남도 김해시 진례면 진례로 275-40, 104호",한식,119.16,폐업,2015-09-09,35.2521521000 ,128.7454943000 
정성면가,,106.95,경상남도 김해시 대청동 318-1번지 103호,"경상남도 김해시 번화1로56번길 19-1, 103호 (대청동)",한식,106.95,폐업,2020-02-14,35.1935660700 ,128.8023441000 
더집밥,055-334-5091,411.25,경상남도 김해시 삼계동 1511-5번지,"경상남도 김해시 가야로 205, 2층 (삼계동)",한식,411.25,폐업,2016-05-11,35.2593242800 ,128.8724590000 
두배로식육식당,055-311-8858,158.88,경상남도 김해시 내덕동 216-3번지,경상남도 김해시 유하로29번길 7 (내덕동),식육(숯불구이),158.88,폐업,2017-05-01,35.2052681200 ,128.8155505000 
스테프핫도그김해롯데워터파크(야외1)점,,12,,"경상남도 김해시 장유로 555 (신문동, 롯데워트파크)",기타,12,폐업,2018-03-16,,
마드리드,,42.7,경상남도 김해시 관동동 1108-1번지 102호,"경상남도 김해시 율하3로 103, 102호 (관동동)",기타,42.7,폐업,2017-06-28,35.1769516500 ,128.8160246000 
힐링하우스,,131.6,경상남도 김해시 내덕동 218-2번지,경상남도 김해시 내덕로56번길 20 (내덕동),일식,131.6,폐업,2019-10-08,35.2043719600 ,128.8147728000 
불로만장유팔판점,,54.18,경상남도 김해시 관동동 449-1번지 101호,경상남도 김해시 계동로23번길 9 (관동동),호프/통닭,54.18,폐업,2018-10-26,35.1781561700 ,128.7948805000 
스쿨스토어,055-900-0151,62,,경상남도 김해시 장유로 555 (신문동),분식,62,폐업,2020-06-29,,
